"id","mpg"
219,31.7321731785395
322,32.3088834578984
260,24.391282278715
168,29.0221592456238
97,15.5744634152847
223,17.3894828230988
367,24.6108016369882
239,28.5274045479928
206,29.8717330005878
92,13.0985523772837
241,29.0627929824647
53,25.3153117846526
83,24.4454482395892
347,34.4040655920222
203,22.9522496739476
269,30.1422486713921
237,24.895125122961
328,27.2333216969705
225,15.9817572685191
85,26.872737568573
374,27.831267178643
155,21.367776850028
391,31.2956199263112
180,22.7508352576925
132,30.3340723606959
274,29.4960649695293
190,17.6190022804625
343,30.1181109573242
55,29.3132975005537
376,34.3618311806395
279,31.1297445085126
116,14.7293007040701
360,26.4950851554075
35,16.7559854790066
306,27.0783361473192
153,21.1112155495378
136,17.9199761130783
338,32.2787570373788
189,15.5335337580012
369,28.8980768907797
105,9.85785896464218
216,18.2649325556475
42,12.425782530927
96,8.80616779737827
7,10.3712865871878
169,24.3547586877838
213,14.0158496281946
319,29.5766819531706
171,24.841368586222
82,25.5998836772126
151,26.564943823477
141,13.4570505310053
349,34.4850280447003
371,29.320509892441
302,29.6667652941153
234,30.6273692883243
164,17.9645875648623
193,21.4127474321702
377,35.2620814542309
174,26.4740433968884
242,26.1585843567762
86,13.7167924842233
76,13.3118227882332
366,26.5901446588288
27,8.30396527613401
48,18.3271300319718
267,29.2370487110174
14,18.1445506696295
299,21.0207915420237
258,23.9763444256988
235,25.2270069096905
305,31.089519091611
57,25.2408355218876
270,28.6306523555152
110,24.760863437065
39,11.8337109434938
229,21.4267349427797
214,17.082203988427
195,23.2879527468622
245,32.0659551033767
227,21.4250149706431
247,32.8336959042194
158,14.0122015616316
108,22.5338769850819
64,12.1002934710417
215,17.8859849104048
243,25.9593513116165
205,30.843275677367
127,34.7081690911836
70,11.2326734593516
212,17.7873794156046
282,25.6710399988659
321,30.945669391417
101,21.8296311951852
394,28.4534371579736
353,30.2694787725664
386,35.4189801598918
167,21.4422589231373
161,16.9265585575431
9,9.8283601758587
287,20.9839459286624
397,29.4089085294719
144,26.1765634201857
276,23.1528892846218
204,30.7450950365521
388,28.8378236729408
128,22.6063093598758
31,23.4757872834695
275,25.4865539784451
348,34.8494545200908
126,20.8962421874949
103,28.7659795589133
294,32.2450039777107
251,20.1422313273314
329,26.1566409275454
17,19.9087786773411
45,6.67286704632902
54,28.450965020077
188,15.4388873354516
354,32.286565832343
19,25.1503430315185
336,29.5426837402341
368,29.1451768105258
296,31.0432345096446
255,25.016659343027
257,22.1807177863633
25,20.886637719661
138,11.5300485010898
47,23.2259017373846
217,31.5842461770441
209,17.0921653102748
32,25.3498854347349
114,22.8435293013321
339,29.5492090520788
16,19.5839602442483
392,30.9525568347145
72,24.8564842109765
254,23.6077161622755
26,7.31641154129213
323,33.2465377041872
387,27.0111540772207
288,20.1824828871512
293,20.075301432977
315,26.4942145655097
88,15.3131109403767
268,28.8491201675267
298,23.7412665255757
162,17.4146837372691
176,29.2656816663057
91,9.14623022853288
50,23.4927938116018
11,15.5062306730093
284,24.4027893905934
112,27.0843772055176
146,29.5787093455278
95,10.1714474488463
317,24.3064928929335
344,36.2410842631063
249,33.8929382254958
334,27.0460266710779
98,20.2373514402193
129,20.2661340973433
211,24.5898178217607
359,31.0925707942801
271,29.1464380520484
111,25.9008604393897
208,22.2974055938755
15,23.7469493139446
179,23.0324219680019
327,31.4342104600119
248,31.870598515827
102,21.3727959554144
93,12.6122030084892
165,22.1391445150076
364,24.2575563401822
372,30.0790623233177
49,19.5606909049927
3,15.7271158509265
58,25.8222460195682
218,28.3275361041854
197,28.1111711067437
123,22.6691258307426
383,34.1103725210166
192,21.8741076161031
393,27.5929047091263
231,16.3689041869717
324,26.6034958906122
20,27.2504167243163
133,24.4590794784227
281,23.6747501423753
202,19.4996205283935
381,34.2477041268368
357,32.5668402677084
291,19.4802197568815
60,25.9737189334332
253,21.5485097381353
259,22.4101147423602
163,18.4640772740356
261,20.745023214475
