"id","mpg"
219,36.7189811258616
322,38.0459537288853
260,27.4790331804386
168,32.3402311961569
97,32.0995423399376
223,34.9969830641887
367,29.4260223058
239,33.5639750043588
206,33.1935054987586
92,32.5871391316931
241,34.7879811000623
53,32.3268833264026
83,26.7944328180811
347,40.2154968883214
203,22.5683160706353
269,32.0152628207946
237,27.5497404423838
328,36.279196055575
225,34.9786959195839
85,29.6651295871963
374,31.5176181475302
155,25.0108326358668
391,32.8091273395266
180,25.6066250752627
132,32.9682645946187
274,31.4273401339455
190,35.1924509379711
343,36.3181600794215
55,32.9624206431962
376,40.7191648065708
279,37.3496070830251
116,32.3745232298699
360,31.3885590064142
35,32.9041284162862
306,29.4392457186074
153,21.9767222966279
136,32.2444851402198
338,37.6492334257205
189,33.8321389991025
369,34.5828707136908
105,31.4006281885231
216,33.5670521372575
42,32.3734046174881
96,30.5610367046434
7,32.1467108870713
169,26.3863471475928
213,32.8695924328312
319,31.9641878022958
171,27.0012480636033
82,28.1559630592637
151,28.2696485615327
141,30.7094763130133
349,40.4366607122164
371,35.6536241626648
302,39.2224251987231
234,35.5599922385469
164,20.7806203649879
193,35.0994052454299
377,40.5798521256428
174,26.3957270607322
242,28.570911225955
86,30.975799422059
76,31.5206560242909
366,29.9902324584994
27,29.5147507098515
48,33.994215146489
267,36.7342676466424
14,33.2450330873179
299,37.4085271529375
258,25.9565191690033
235,26.934657377176
305,38.6413113860001
57,32.7586501011244
270,36.2288196162207
110,28.0254007278034
39,32.2785723508298
229,22.6891770850539
214,34.6929483623986
195,23.5742747129942
245,39.2920102558365
227,35.133726451887
247,37.9350497689099
158,32.4227014907781
108,35.0426849153644
64,31.4710944837334
215,33.9808165098508
243,41.6054877471062
205,33.950272237361
127,34.7081690911836
70,31.3056252203138
212,33.903438962275
282,28.6985196468952
321,34.3619626600654
101,22.5521716888097
394,32.8620101636848
353,39.1188324971979
386,41.3083307952199
167,35.9782790051503
161,32.0050459388158
9,31.6872241805857
287,39.1766204121197
397,35.3611322223322
144,31.2773347158801
276,39.1862038437089
204,37.3041702320034
388,30.8442037161111
128,34.4328277596316
31,26.8389030100435
275,41.4099382494437
348,40.2582573097487
126,21.870713536895
103,35.3300997284905
294,39.4275467639003
251,37.2810324975045
329,33.0214417049201
17,23.2719416790119
45,31.4452378231387
54,32.8537702707412
188,34.3813071442761
354,39.8791288089894
19,31.1361002456964
336,34.257972059789
368,34.8112355839874
296,37.8412512043007
255,28.0933661867733
257,37.0357579086512
25,25.1235237700803
138,31.19924550626
47,28.2276659076339
217,35.755901871597
209,33.8965929883684
32,29.3499777051896
114,38.1643557940216
339,34.1847969503358
16,23.4345916485228
392,36.9674099782142
72,25.8831323409557
254,25.5372323165195
26,29.9686428415379
323,38.9886504920461
387,41.5044030834145
288,38.6049651844666
293,37.9637224419983
315,30.3457557395278
88,32.4444277125201
268,30.40112654706
298,28.6233017171991
162,32.1997275667973
176,34.845298676854
91,31.1053112805979
50,29.9136520346444
11,33.5733006519409
284,26.9754568467896
112,27.8259522645598
146,33.2662756043845
95,30.9870243706196
317,27.7680804093186
344,41.6318399937614
249,39.191104844507
334,42.4028860968914
98,32.81211086536
129,33.0588833368027
211,37.2770769188864
359,35.9052070644466
271,30.2171709243869
111,27.4594510296935
208,37.1566003344599
15,28.4447956398693
179,26.1478474974263
327,40.8971778685852
248,36.0530136654011
102,22.331528663645
93,31.8132812360154
165,33.9489554067273
364,39.2682757360555
372,34.5386670284462
49,23.5324921897732
3,34.2874700797448
58,27.9821209004318
218,33.8495184176289
197,35.5359431381238
123,37.5858341774741
383,39.6283407744508
192,35.4291489303895
393,30.4259603756374
231,34.9084067859411
324,41.3288346038985
20,36.2927866632069
133,27.3801183978917
281,37.840983393656
202,33.2109673855866
381,37.7560616348253
357,37.7612339083636
291,37.4380168961874
60,34.4387981611365
253,36.1744968817502
259,36.9469789006071
163,31.7964576410995
261,35.4677639700108
