"id","mpg"
219,33.1497794182968
322,32.0422460264193
260,23.4963578846132
168,28.272362120724
97,15.5444226169129
223,16.8059371431171
367,22.8997033838686
239,29.9359623558945
206,29.447645732251
92,12.7640373420626
241,29.0345911370317
53,24.9575966367689
83,23.2377440353513
347,35.6558482506443
203,21.7131413290456
269,30.0894626468247
237,24.3049336778355
328,26.2690344963679
225,15.3090650836981
85,26.6004538443274
374,27.5996014271708
155,19.607118089146
391,30.3308406991384
180,21.7735661954188
132,31.2545909734192
274,29.1525671532462
190,16.3493712022638
343,30.2734795557709
55,30.0056857531806
376,36.5832496719496
279,31.994222188065
116,14.4395015383558
360,24.9043284644865
35,16.0415261298622
306,26.7523129764369
153,20.1297878547125
136,16.8267007726574
338,32.2113314170226
189,15.2288466345968
369,29.9013210800683
105,11.16468536621
216,17.698523320835
42,13.3997449486805
96,11.0427277646654
7,11.9822496957562
169,23.7714090733311
213,14.4328057110826
319,28.1766253699139
171,24.3461538582492
82,25.1733733421814
151,25.7736178066919
141,14.225862062704
349,35.6111592856553
371,29.9844116419965
302,29.9035405430105
234,31.5208154169917
164,17.4200030687688
193,19.2927420076964
377,37.371842804837
174,25.6877110257276
242,25.3428255670446
86,14.3687593434548
76,14.0222145789219
366,26.0886181533074
27,12.1100979348414
48,16.8798184072857
267,29.9873709247246
14,18.1624150832418
299,19.0166068042196
258,22.7280857114046
235,24.4811087819079
305,31.4798220728479
57,26.35017007619
270,29.0300941760505
110,24.3800729143546
39,12.9258238716045
229,20.3210369420295
214,15.922570488612
195,22.2590939459073
245,33.1564025450372
227,19.736328023037
247,33.3238830641577
158,13.7789824441809
108,21.0018327036903
64,12.7393417668861
215,17.0564358224025
243,24.5936934804403
205,31.0254553611012
127,21.222089289517
70,12.4496237303122
212,17.0795016764521
282,25.123028490995
321,30.6361319898955
101,20.5256512617465
394,28.1093491973506
353,31.54638158288
386,37.2220743025615
167,20.197764804083
161,16.355953801161
9,11.8087230527943
287,19.3715674183007
397,30.074971179964
144,25.532730049957
276,22.1535322190006
204,31.0453517927495
388,27.5356460350808
128,21.0333890283758
31,23.4108455257628
275,24.3456881488815
348,37.0193001272973
126,20.5252175993264
103,28.5601643431893
294,33.4408680817196
251,18.7703296219689
329,24.0295238343734
17,20.0067092358192
45,9.69944441593812
54,28.637426888343
188,15.0392012183373
354,32.9090176565873
19,24.3601023466904
336,29.4025477703838
368,30.4497960067005
296,33.1863841881532
255,24.131702453934
257,20.3188596354936
25,20.6950564340154
138,12.3522977324837
47,22.741107377001
217,31.7536258515492
209,16.5685664372438
32,24.3951335257808
114,22.8562767546105
339,29.8396948071446
16,19.5981787787354
392,31.5008001762689
72,23.9053555668016
254,23.2173287597367
26,11.247916642484
323,34.0089529992727
387,26.738067504503
288,18.1638752225861
293,18.3174191263278
315,26.1243816498723
88,14.826878395365
268,27.6137501198765
298,21.5224404583341
162,16.1439305059079
176,29.3371364094083
91,10.9897267358299
50,23.4288702466276
11,15.3060283955429
284,23.2009852794922
112,26.2881572226204
146,29.282893739327
95,11.7863820247972
317,23.1352010557208
344,38.8624847552521
249,34.7814181218065
334,25.6216542682764
98,19.0706104424167
129,18.4830934559834
211,22.9160563019224
359,30.0922227932614
271,28.1458661610087
111,25.2276128583139
208,20.3322914581494
15,22.7654030540858
179,21.933212702179
327,32.1610993359551
248,32.5119012826317
102,21.1315813125241
93,13.174406334345
165,20.7248706738997
364,22.3993945721616
372,30.533608042119
49,18.3072040211934
3,15.8009731968318
58,25.031088598323
218,28.9170748551947
197,29.0584296937511
123,21.4321642406661
383,34.6840931115968
192,20.0451601723038
393,27.1302397476358
231,15.8364032923012
324,25.1936572649669
20,26.8751679344408
133,23.6409503597792
281,22.0876135830632
202,17.8370013747492
381,35.4499476496976
357,32.5719533728136
291,17.7646621673395
60,25.5528817630545
253,19.9772209893447
259,20.5137876990233
163,17.1553903121796
261,19.410930364734
