"id","mpg"
219,32.5412103181823
322,32.3391214565674
260,23.2059138482406
168,28.3377590932795
97,15.5667230006348
223,16.3117183193583
367,22.7517756355872
239,30.0287378783498
206,29.3939210971617
92,12.8484108558071
241,29.5326626108909
53,25.2611832430382
83,23.6215610131538
347,35.2384692974712
203,21.1110589280546
269,30.3829771899046
237,24.6937480611477
328,25.8553506806974
225,15.2778794791557
85,26.46166104198
374,28.0854119463557
155,18.8464971648231
391,31.005262413458
180,22.4493739638886
132,30.115992849366
274,29.4642708026997
190,16.2797715801206
343,31.1809960742371
55,29.2672349344583
376,36.7405975675575
279,32.201264735132
116,14.3575574395229
360,24.7873208569647
35,16.1197960844565
306,27.0012191846186
153,20.0277974991537
136,16.8594105318102
338,32.0619763884606
189,15.3188682148542
369,29.9371520090044
105,11.3199107711527
216,17.3968311324498
42,13.4234443454888
96,11.230012100086
7,12.1432625279473
169,23.8886117726226
213,14.5568666507899
319,28.6065761680677
171,24.1721468326251
82,25.0949472755272
151,25.9721146355364
141,14.0928153953422
349,35.3475214523211
371,30.4720896977503
302,30.6596783620397
234,31.7725245087007
164,17.1976072552627
193,19.3901702897713
377,36.8331175011845
174,25.7001679278211
242,25.3143665891855
86,14.3471348467058
76,13.9359627264969
366,25.6455421988178
27,12.0497613651771
48,16.8443193812206
267,30.0510287521867
14,17.6055025219472
299,18.255083588927
258,22.3329040362438
235,24.7862286860129
305,31.8706178895435
57,25.5153258942181
270,29.5136997509613
110,23.9025292947035
39,13.0124144673634
229,19.817633258363
214,15.9253760695739
195,21.7319955051827
245,31.9985146053597
227,19.6018902499124
247,32.6306683701772
158,13.7827530976976
108,20.7387646876034
64,12.7853054338666
215,16.7562374602643
243,25.475881138871
205,30.7670538614149
127,20.8660265446186
70,12.4901693406297
212,17.2940396400133
282,24.5255338959757
321,31.0402645267986
101,20.0948207304252
394,28.633834013747
353,30.9244760690617
386,37.1335837635296
167,19.9094587205713
161,16.0033174904541
9,11.9014572804622
287,19.2260344995509
397,29.9520383471587
144,25.9867974809695
276,22.5037925543047
204,31.7034989166858
388,26.7931507616718
128,20.7214124327488
31,23.5539274157368
275,24.5275443391966
348,36.1547373021856
126,20.339793738501
103,27.5418307444995
294,33.883461959596
251,18.6159715727717
329,23.683805684315
17,19.7298643277867
45,9.93044454077936
54,27.8751834364385
188,15.1777447475398
354,33.4670073268041
19,24.6086083684007
336,29.8184098415722
368,30.2451232943269
296,33.5193169926332
255,23.9294824515862
257,20.1687286983823
25,20.3909100301661
138,12.3841247982344
47,22.3786936348692
217,31.2175033131873
209,16.4807055230611
32,24.7850913009919
114,22.8121804575206
339,30.2381595617464
16,19.3672648268519
392,32.3336704963899
72,24.8690945992105
254,22.7539100615519
26,11.2436623654066
323,33.6636039978599
387,26.5094775269729
288,18.0104701828452
293,18.1366064367616
315,26.2591787597597
88,14.7576848353583
268,28.1221310554342
298,21.260132598615
162,16.019002264605
176,29.6990122474832
91,11.1976579369489
50,23.8125910780224
11,15.2440565631695
284,22.6892672195352
112,27.1639097346224
146,28.6434784943665
95,11.9467134747608
317,22.6437814746957
344,38.4572658394177
249,34.5115798952005
334,26.19655755095
98,18.8566515813259
129,18.2463452031117
211,22.8188332758921
359,29.9445705728227
271,28.4946330997677
111,25.2611257111722
208,20.9417772495344
15,23.0166945209988
179,22.2406106282313
327,30.7893984732935
248,32.0365946720974
102,20.8752541042418
93,13.2421214804955
165,20.6273275051957
364,22.3796220222641
372,30.9008591283587
49,18.2128704647888
3,15.7696322409694
58,25.2174271948356
218,29.3154019312946
197,28.027778967424
123,22.0327709373638
383,34.5829684830348
192,20.0436438471153
393,27.3781809757037
231,15.9834014382533
324,25.8970909098801
20,25.8831524641276
133,23.7115774894354
281,22.0802254438646
202,17.8378774119577
381,35.7765186834015
357,32.5681877719909
291,17.5192461625278
60,24.4551495288689
253,19.5969469604183
259,20.5056184076087
163,16.8534337379836
261,19.1530631191999
